D,p,dKthr,A
9.412132e-10,1.155909,7.825949,75.51042
2.160431e-09,1.0903654,8.210932,76.928566
1.5666922e-09,1.1744231,6.630432,76.75418
1.7427898e-09,1.0344464,8.040119,73.734474
7.3567463e-09,1.2236981,7.338074,74.91939
1.7632549e-09,1.2538149,7.1763325,71.12612
2.133859e-09,1.208809,8.082607,74.814865
2.692298e-09,1.1651844,7.395834,76.69917
1.635073e-09,1.2654737,6.351938,72.12741
2.9449678e-09,1.2156662,7.0727787,73.866104
1.6728763e-09,1.1140101,7.650962,72.96506
1.5521324e-09,1.1786406,6.479131,73.27638
1.7981205e-09,1.169374,6.953551,74.23029
1.4522875e-09,1.2530795,7.6099067,70.620636
1.094574e-09,1.1083667,7.5424333,72.50361
1.599078e-09,1.184955,7.577254,74.596306
2.5968783e-09,1.1769325,8.213751,72.7179
1.0977284e-09,1.1629223,7.788011,75.64122
1.2393898e-09,1.2264749,7.4364386,77.29596
1.983125e-09,1.1993765,7.626668,74.905525
1.6093592e-09,1.2051357,6.3969617,76.87608
1.69924e-09,1.293783,7.016561,75.0908
2.9317562e-09,1.2451413,6.8838754,76.307846
1.6830803e-09,1.2159438,6.537476,74.88276
1.4939917e-09,1.2494242,6.612707,73.23079
1.4478431e-09,1.2312694,7.512621,72.83606
3.5151044e-09,1.2065089,8.33785,75.89382
1.7866297e-09,1.2062478,7.1338296,72.32061
1.885122e-09,1.1476762,7.6768093,71.56063
1.1706184e-09,1.2297583,7.264197,75.19701
1.9311546e-09,1.1669751,8.031795,73.15089
1.2700124e-09,1.2120711,7.0866504,75.421776
2.031509e-09,1.1762081,7.906428,73.07649
1.462937e-09,1.1377822,6.993892,71.785904
1.136049e-09,1.1534241,6.7605333,73.34337
3.2020746e-09,1.2334965,6.514437,76.2809
1.1703342e-09,1.143171,7.417044,74.99586
2.5930766e-09,1.181211,6.6881976,73.427536
1.8951645e-09,1.2070647,7.35784,75.6684
2.5161317e-09,1.2201359,7.3484397,69.988594
2.4144107e-09,1.213306,7.158026,72.61825
4.1431214e-09,1.255755,7.3864307,70.964676
1.7321666e-09,1.1647013,6.784141,71.21559
3.0448104e-09,1.2037842,6.3347874,71.25236
2.1585964e-09,1.17447,6.258204,73.13715
1.189001e-09,1.1683071,6.4197645,71.01764
9.490728e-10,1.1628803,6.5978723,71.41565
1.5639532e-09,1.2215346,6.7009425,71.7169
2.326329e-09,1.1734271,6.413069,73.76196
3.1818617e-09,1.2100798,7.782474,74.75369
2.4485083e-09,1.226857,6.61001,71.49211
1.4034869e-09,1.21691,7.153683,71.23231
1.0643031e-09,1.2012721,7.0430984,78.49837
9.615642e-10,1.2747158,7.877257,75.93668
2.5367255e-09,1.1354176,8.207365,75.219055
2.7373754e-09,1.1196151,8.1108,73.20967
1.4943866e-09,1.1987747,6.999399,73.506325
2.3446134e-09,1.1885382,7.5445905,75.04316
2.766291e-09,1.1473824,7.754684,78.04302
2.1244442e-09,1.2014295,7.062946,73.477905
9.155161e-10,1.2490487,8.067737,70.83168
2.1061817e-09,1.2772425,6.656134,74.32203
1.3910619e-09,1.2405246,7.364295,72.016945
4.0853663e-09,1.1254038,8.226601,76.95236
3.2158702e-09,1.217439,7.039132,75.86569
1.3643654e-09,1.1946058,7.4851437,75.0829
1.4133054e-09,1.20863,7.2079935,74.733284
1.8892485e-09,1.1165203,6.653633,78.620834
2.3792246e-09,1.2865032,6.81904,72.15245
2.6374334e-09,1.2519034,6.7602267,75.65114
1.950631e-09,1.1839243,8.084298,78.75749
2.9052052e-09,1.2569709,7.257747,75.934135
1.196965e-09,1.1247648,7.2339725,76.71535
1.8850423e-09,1.1781253,7.2242002,72.45178
1.6955509e-09,1.226961,7.269702,71.97466
1.4808056e-09,1.239867,6.8266635,73.22935
1.4997711e-09,1.2451102,7.6544776,74.59139
1.9367894e-09,1.3004152,6.9440346,75.21727
2.1278024e-09,1.1973349,7.7752247,75.189026
2.642049e-09,1.2543864,6.522516,70.18879
2.3380984e-09,1.2390225,7.2637577,73.456764
3.543589e-09,1.2509768,6.2345695,70.70759
2.4107791e-09,1.2292469,7.1981974,72.0801
1.8981883e-09,1.2133356,7.0543003,74.758934
2.4322988e-09,1.2310202,6.6056404,71.36013
1.6166292e-09,1.2307324,7.4040465,76.495346
2.8933813e-09,1.2299386,7.4006724,74.68064
1.0519539e-09,1.2251768,7.8391757,69.828964
7.586412e-10,1.1959306,7.6211433,75.23803
1.4431518e-09,1.0841645,6.5968647,75.45902
2.1392557e-09,1.2066768,7.4058523,73.48434
2.0068847e-09,1.1350796,8.229328,73.72731
1.4222997e-09,1.2228343,6.101962,71.32521
2.8426743e-09,1.201086,7.4138074,76.08506
3.9358006e-09,1.2199299,7.06323,75.90565
1.2056162e-09,1.1677704,6.817198,78.30107
1.3274277e-09,1.2147617,6.7878613,71.33611
1.7163924e-09,1.198873,8.1203785,76.50995
1.5212513e-09,1.1065744,6.398836,69.54005
3.6708319e-09,1.1911175,7.533663,74.65647
1.6726118e-09,1.2373426,6.5561934,71.5716
2.2935422e-09,1.1790224,6.9985814,71.18915
9.372789e-10,1.163167,7.0862403,74.46136
2.1627025e-09,1.2606258,7.153273,73.01338
3.3106042e-09,1.2132583,7.0503902,74.262985
1.9886859e-09,1.2778661,8.16421,78.51994
2.215768e-09,1.2160008,7.1485043,75.606094
2.517887e-09,1.1827425,7.5268335,71.7311
2.183879e-09,1.2015716,7.2288857,70.33764
1.7270929e-09,1.1668793,7.0270753,73.25725
4.1535926e-09,1.2225636,6.55293,76.43435
2.131277e-09,1.2159747,7.179914,74.87377
1.3452017e-09,1.2699516,7.113481,74.41154
1.7633944e-09,1.161219,8.04909,72.22613
1.3793725e-09,1.2167786,7.35489,75.09222
1.3931613e-09,1.1882412,7.383906,76.30142
2.919595e-09,1.2692198,6.3376145,75.60318
1.3299266e-09,1.2441119,6.65212,77.13129
1.4647422e-09,1.1587389,7.546783,73.779594
2.0106488e-09,1.1994166,7.1645036,73.86864
2.074019e-09,1.1320451,7.3407784,73.77723
2.531268e-09,1.3178306,8.168839,74.490585
1.1337693e-09,1.2241039,6.9846835,69.08981
2.518278e-09,1.2228053,7.017013,74.93244
2.4831421e-09,1.2368727,6.6486588,76.49368
2.0407451e-09,1.2216365,7.0521274,74.5629
3.8218633e-09,1.252663,6.825329,77.944176
2.4568028e-09,1.2689396,7.6181054,73.55507
1.5751729e-09,1.2753565,6.567277,73.67375
1.621284e-09,1.1093016,6.218118,74.626366
1.1242342e-09,1.1944841,6.280916,75.16282
1.4391751e-09,1.1812849,7.2438865,71.08543
2.339245e-09,1.16898,7.192252,76.26135
2.5055593e-09,1.2402964,6.7541175,76.03809
1.0751127e-09,1.2219138,6.616157,70.6011
9.391642e-10,1.3106117,6.4794555,75.928116
1.633445e-09,1.1898674,7.878711,76.072395
3.1269531e-09,1.1882005,7.3836493,74.0768
1.4450681e-09,1.1921613,7.8085146,74.43448
1.327754e-09,1.1949562,7.479496,76.2382
1.7949161e-09,1.2044541,7.4507947,76.21822
2.9594145e-09,1.1987267,7.177369,69.87864
3.2576233e-09,1.2111537,7.4137564,73.05622
1.7683663e-09,1.2240275,7.0548244,72.52668
1.693226e-09,1.1744615,7.122515,72.33664
2.6346654e-09,1.1992947,8.399081,73.951256
1.1603742e-09,1.2328761,6.7102313,77.80017
1.5101775e-09,1.2461399,6.8496127,75.11231
1.479231e-09,1.2899086,6.660988,75.87882
4.5057016e-09,1.1498768,7.0003815,70.43797
1.1986762e-09,1.224971,6.380154,74.32809
1.4998959e-09,1.2413963,7.141817,75.86519
1.6739e-09,1.1528425,7.441132,70.61522
2.1997684e-09,1.1978153,7.8866463,74.87206
2.8987392e-09,1.2075267,7.384847,74.50871
5.5507297e-09,1.1735551,7.058046,77.50382
2.2508788e-09,1.1100847,6.8909516,77.91406
2.4583189e-09,1.206569,7.3302617,76.08696
1.0950297e-09,1.1038646,6.722685,73.3993
1.8682946e-09,1.2536389,7.610991,76.48951
1.8842026e-09,1.2217201,6.5901713,77.11759
3.0209926e-09,1.1674469,7.564501,70.62952
4.001218e-09,1.185767,7.015781,76.96027
1.8689204e-09,1.138821,8.059201,72.60138
2.3936713e-09,1.1880171,7.1866884,71.87158
1.6982804e-09,1.1385256,7.469434,77.30572
3.810303e-09,1.1570185,7.3029647,73.47949
1.1927821e-09,1.1924165,7.2163873,73.62823
1.8538684e-09,1.1491867,6.239638,72.32285
2.2226572e-09,1.2703775,6.2551994,75.220184
1.436634e-09,1.1804777,7.7682424,74.88728
1.1799702e-09,1.2165655,7.89797,71.937996
3.6118428e-09,1.1683242,7.352911,76.04095
1.2504302e-09,1.2328979,7.0219655,71.14292
1.4204794e-09,1.1587613,7.765035,72.38834
4.5577027e-09,1.2547479,7.0218053,75.04657
2.5304683e-09,1.1544979,7.473982,75.45304
2.43458e-09,1.2206218,7.4214234,69.349
2.084515e-09,1.1992229,6.4890604,77.46001
3.0566882e-09,1.2085706,6.8103704,75.22639
1.1183438e-09,1.1710012,7.7654624,73.28713
1.7260531e-09,1.3110125,7.3657923,74.40756
1.9742898e-09,1.2136602,7.424626,74.396034
2.5943063e-09,1.1920348,6.477665,69.47155
1.4547663e-09,1.1802564,7.7673554,74.31861
2.4357312e-09,1.1791538,6.966075,71.40604
3.0084164e-09,1.2190595,7.3948846,76.37135
1.4181143e-09,1.1639303,7.639338,73.574524
2.2849072e-09,1.1472341,7.1089206,75.41176
4.4323687e-09,1.2689224,6.896259,72.04879
3.3358765e-09,1.2206479,7.0351386,71.59075
1.7261778e-09,1.2529671,7.620748,74.07349
1.3845077e-09,1.2624441,7.4682374,72.80301
3.743758e-09,1.2411065,8.078857,76.31396
1.0747198e-09,1.2278323,7.2380867,75.03964
1.3958489e-09,1.2349702,7.9870954,73.47042
1.9634114e-09,1.2214833,7.740289,72.39723
2.0955238e-09,1.1579095,7.4219313,75.19034
1.7478399e-09,1.2759192,7.976438,73.58525
1.980674e-09,1.3282646,6.8670034,77.4915
8.176941e-10,1.1540217,6.959031,73.79959
1.4614662e-09,1.1941606,6.9970355,72.53832
2.7760214e-09,1.1872387,6.8693438,77.97034
2.517509e-09,1.2413394,7.440983,75.12044
2.250048e-09,1.1369147,7.0642667,71.689926
2.367137e-09,1.2893838,7.3246336,75.30738
3.3610543e-09,1.178785,7.246714,74.372406
2.3704751e-09,1.1269566,7.376022,71.860115
1.5239157e-09,1.1072547,7.058257,74.25527
1.8953188e-09,1.1481429,6.602953,72.43998
1.2811283e-09,1.1934894,6.74926,73.10867
1.0500274e-09,1.2048734,7.4442873,73.225945
1.6273493e-09,1.261064,7.231029,76.642654
1.618357e-09,1.2004808,7.5290804,72.730194
2.34326e-09,1.1148535,6.783032,74.85324
7.734544e-10,1.1701632,7.4052534,74.791435
1.834819e-09,1.2388734,7.342904,75.71241
1.5035558e-09,1.1627712,6.939675,72.999435
2.2498512e-09,1.1748719,7.3159456,76.67745
2.5639533e-09,1.1599718,8.068563,71.92473
1.0744529e-09,1.1985517,6.5120897,73.76297
2.3335278e-09,1.2626992,7.27025,74.86764
3.221712e-09,1.2237428,8.438604,73.830345
2.5821374e-09,1.2015487,6.458275,76.240616
9.659352e-10,1.1728061,7.9593506,73.070755
2.3872018e-09,1.2821304,6.9211807,75.42622
2.0282909e-09,1.2746692,6.7793736,76.52512
1.7055521e-09,1.3269467,7.0370145,78.29807
1.6110892e-09,1.2039578,6.498713,74.88189
1.0815242e-09,1.2219279,6.5775037,74.70781
1.7528716e-09,1.1788137,7.3375826,73.032486
1.6363766e-09,1.2355675,7.991728,74.524994
1.6819524e-09,1.2832762,7.5060577,72.73965
2.3684195e-09,1.2459532,7.8794265,77.33688
8.691521e-10,1.241315,6.6918144,74.824425
2.2096e-09,1.1287776,6.8312597,70.96856
1.569355e-09,1.2299871,6.880878,74.26719
2.6305944e-09,1.1740235,7.8093143,74.263855
2.7687375e-09,1.1303858,7.268961,72.30329
2.5763802e-09,1.1709167,6.5998588,74.10187
1.863625e-09,1.1906725,7.798452,73.87204
1.5881872e-09,1.2146815,7.5630093,75.95119
1.3990715e-09,1.3005288,7.37027,72.65879
1.0852199e-09,1.1127653,6.8089523,72.10059
2.3111253e-09,1.1701181,7.3473706,74.24534
1.3730126e-09,1.1685646,6.2722425,71.84962
2.40652e-09,1.2067997,7.780587,72.38997
2.5017175e-09,1.1938472,6.6689057,72.0594
2.7300513e-09,1.2194684,6.5898433,72.75152
1.5515934e-09,1.1813533,5.917371,72.79269
1.6386068e-09,1.1230425,7.331415,74.76516
1.1451379e-09,1.1958013,7.4417906,75.89034
3.777389e-09,1.2469273,7.815571,73.215744
1.8881658e-09,1.1611916,8.167211,75.64658
1.7920188e-09,1.173923,7.5860085,73.09621
2.9679486e-09,1.234418,7.2835455,75.30458
1.1583914e-09,1.187569,7.074386,72.77936
2.5044018e-09,1.1830022,7.9152756,74.35562
1.245433e-09,1.2126175,8.201601,77.069374
1.5319441e-09,1.23524,7.576775,72.25174
2.859922e-09,1.1706178,7.327269,72.89172
1.910715e-09,1.2311256,6.6105585,74.04343
2.7455276e-09,1.2304758,7.009769,74.49261
2.5053122e-09,1.2045332,6.83613,73.37189
2.2379565e-09,1.2627752,7.427295,74.6383
1.2249082e-09,1.0867366,7.614384,72.05677
2.324111e-09,1.1027414,6.9333777,73.53719
2.6959348e-09,1.2195965,6.6928754,71.02328
1.458574e-09,1.2365835,7.5957932,76.87892
3.037819e-09,1.1870501,8.266791,73.62004
1.5267677e-09,1.1391327,7.51589,72.99173
7.856665e-10,1.1394347,7.264716,71.842064
1.8144872e-09,1.1941375,6.8900805,73.73688
1.004771e-09,1.2200831,7.352195,76.59464
2.2822697e-09,1.0973228,6.8701053,73.03974
1.7130419e-09,1.1539496,7.6725116,73.68947
1.8390011e-09,1.2093192,8.471271,72.231346
2.7214064e-09,1.1619024,6.5255904,71.7368
1.5359931e-09,1.198351,7.737688,75.76469
1.805254e-09,1.2274157,7.126066,71.970856
2.9435834e-09,1.2371235,8.418843,72.42904
2.5645566e-09,1.247883,7.4765587,75.44196
2.179171e-09,1.1990076,7.4537334,74.956184
1.415871e-09,1.2599394,6.8624263,71.87917
1.9432482e-09,1.1333461,7.3752546,74.5719
1.1588829e-09,1.1386297,8.015467,73.5861
1.6214258e-09,1.1955798,6.661611,76.256226
2.7651177e-09,1.1847959,7.3614316,72.92283
3.019149e-09,1.2454848,8.076579,76.50298
1.0362525e-09,1.1721793,7.4310865,71.57687
1.7227775e-09,1.1851357,7.7734723,71.08297
2.7248706e-09,1.1495068,7.033204,71.34613
2.504746e-09,1.090085,7.6323204,73.805626
3.4877883e-09,1.2244596,7.4479146,78.40622
1.3147997e-09,1.145902,6.7436867,75.92971
3.475767e-09,1.1228789,7.4169374,75.22343
2.8304774e-09,1.2570281,7.841307,76.7468
1.4798561e-09,1.2840687,7.3901014,76.01298
2.8412424e-09,1.2278845,6.748306,75.4683
1.8284808e-09,1.163461,7.8382816,75.75459
2.225488e-09,1.1478955,7.9295726,76.97587
2.2419984e-09,1.136252,7.018564,72.335464
1.7512797e-09,1.2103989,6.7720814,75.0167
2.5989462e-09,1.1946208,7.1252413,75.39876
1.6640465e-09,1.1734695,6.9034224,74.68724
8.145588e-10,1.1819723,7.0464287,79.22657
1.8408997e-09,1.2020211,7.1151032,72.7166
1.4066501e-09,1.1036156,7.30938,70.57823
1.4872391e-09,1.1661702,7.4008646,73.70012
1.6498202e-09,1.1989741,6.943509,73.25973
2.083138e-09,1.2266506,8.273955,77.89042
1.6124982e-09,1.1752671,7.555363,75.09728
2.6042037e-09,1.1203536,6.7464876,77.78124
1.1446764e-09,1.2303776,7.574638,72.67733
2.1509747e-09,1.2080921,7.3686824,68.25395
1.5949003e-09,1.2357305,6.381074,75.71685
1.2980759e-09,1.1999043,7.0730195,71.02956
3.4251755e-09,1.130921,7.5346518,70.99196
2.2000173e-09,1.132639,7.49405,73.09191
2.5084803e-09,1.2046944,7.08919,73.20092
4.334235e-09,1.1043293,7.5416884,71.99327
2.168817e-09,1.2301735,7.4293427,71.97029
2.6085791e-09,1.1712409,6.754377,75.922165
1.5723849e-09,1.124345,8.340581,72.37003
1.5952827e-09,1.1592423,7.915077,72.03153
2.1536366e-09,1.2966475,6.8702493,73.010666
1.881553e-09,1.2467165,7.180058,68.435875
1.6591079e-09,1.1729288,6.77729,73.61317
2.7451452e-09,1.2107446,6.873645,73.70861
3.430212e-09,1.1544598,6.3872933,74.774284
2.0912987e-09,1.1045135,7.617876,74.96222
2.0675905e-09,1.1684822,6.770188,72.85732
2.275416e-09,1.2096521,7.5867314,70.8892
2.047967e-09,1.250327,7.5296726,72.74709
3.799693e-09,1.1488312,7.1632566,71.045135
2.5369578e-09,1.1496805,7.6527934,74.201065
2.1252686e-09,1.1703686,7.860245,74.81085
1.5657267e-09,1.2722435,6.8269897,75.451065
1.900044e-09,1.2178147,6.8198776,71.31929
3.4314007e-09,1.1577867,7.4568043,74.691864
2.466908e-09,1.2273011,7.382834,74.57508
1.8299333e-09,1.1704129,7.435684,74.162384
9.2899616e-10,1.217467,6.738025,74.75302
4.2919197e-09,1.1811826,6.7453613,75.79856
1.6078452e-09,1.1764401,6.7969728,74.067
1.2482501e-09,1.1758486,7.5039434,74.794426
1.6225045e-09,1.2259418,7.7894316,73.14581
2.228186e-09,1.1029956,7.1312666,79.243675
1.0390079e-09,1.2771448,6.494824,78.70211
3.1581904e-09,1.1361852,7.0994463,75.257225
2.0843458e-09,1.1981987,7.1784253,71.37495
1.1812323e-09,1.2178864,7.457535,74.76941
5.527738e-09,1.1675888,7.2195272,74.25129
6.6709765e-10,1.1435392,7.979563,74.40744
1.684352e-09,1.1729554,8.556762,72.80249
1.8618002e-09,1.0197799,7.620919,73.15174
2.2426956e-09,1.1416675,7.28321,71.487114
8.775115e-10,1.1048764,7.6406164,77.00164
2.2141697e-09,1.2707008,6.5722,77.73224
2.499692e-09,1.2841134,6.6944194,74.445694
6.7228934e-09,1.2230494,6.6823993,72.24145
2.0629014e-09,1.1737645,6.336188,72.30739
1.348542e-09,1.2386239,7.6992397,75.86622
1.5401385e-09,1.1942627,7.461299,74.761856
1.9172879e-09,1.122498,7.222668,72.584175
1.3060819e-09,1.1386178,6.752021,75.660194
1.9876065e-09,1.2387421,7.590462,74.429245
1.020445e-09,1.1376632,7.539009,73.57086
4.869106e-09,1.1953061,7.5844693,70.09127
1.2078863e-09,1.1513969,8.140261,74.65459
1.7120485e-09,1.1405327,6.976161,71.51328
1.735254e-09,1.2293605,8.261731,78.38901
2.0593829e-09,1.1458025,6.3447247,74.496826
2.2275466e-09,1.1093553,7.4110665,75.9069
2.0834052e-09,1.2040004,6.744248,74.58827
2.097605e-09,1.1290654,7.3893595,71.77732
2.839299e-09,1.2403758,7.2623982,73.30539
4.7465587e-09,1.2297286,8.114017,72.325966
3.4818903e-09,1.1668543,7.2700777,75.476974
2.805174e-09,1.1350482,6.910804,71.57481
2.176448e-09,1.2477597,8.016961,76.48183
1.3471467e-09,1.2591103,7.163877,72.21672
4.9356084e-09,1.1685536,6.430965,74.36065
8.3357254e-10,1.2139016,8.344596,76.650696
1.5080825e-09,1.2186933,6.6577525,74.88939
2.4862137e-09,1.2177683,6.6491337,77.3765
9.697098e-10,1.2349283,6.6934185,73.57161
3.2965273e-09,1.2443842,6.897215,75.30551
1.8313171e-09,1.2275149,6.4104767,76.03138
4.158639e-09,1.2678849,7.9266086,80.14152
4.8369246e-09,1.1009607,7.337282,70.89191
1.1187491e-09,1.2069479,7.1856623,74.61399
1.455327e-09,1.2852097,7.730599,76.71722
3.4369285e-09,1.2685302,7.453495,72.84339
1.4465295e-09,1.1916789,6.8454275,76.993576
2.5789464e-09,1.1567227,6.859611,75.72336
2.3117885e-09,1.1796944,6.8257504,75.55433
2.0491038e-09,1.2678663,7.82244,75.821754
2.088494e-09,1.1968131,6.5286202,73.81447
4.703047e-09,1.2120508,7.799293,76.154526
2.2244773e-09,1.2462547,6.782742,75.50482
2.4280695e-09,1.2254039,7.127486,73.9889
9.491317e-10,1.1972543,7.1492085,74.07015
1.9449744e-09,1.2256542,7.0246634,71.41683
1.3710719e-09,1.2317883,6.547408,78.57963
3.5936223e-09,1.2471141,7.35394,74.284225
2.4102869e-09,1.2368032,7.46639,75.61474
1.0756215e-09,1.1607257,7.7354736,75.81921
1.2227397e-09,1.16279,7.498658,73.49835
2.9013052e-09,1.2293153,7.0287194,75.082115
2.4570581e-09,1.2113181,8.13466,72.111595
1.6249345e-09,1.2042084,7.382227,75.23134
2.3776208e-09,1.2534409,7.7180157,76.06698
1.972934e-09,1.1667978,7.740421,74.27459
1.9169668e-09,1.2447721,7.6491623,72.829636
2.8996716e-09,1.1869543,7.8336062,74.53482
3.7066543e-09,1.2156351,7.4710264,73.124275
1.5172127e-09,1.2098128,7.2461486,73.48604
1.3248049e-09,1.261004,6.5162516,72.3132
1.1554789e-09,1.1040717,7.820429,74.28157
3.3327676e-09,1.1496255,6.9359345,71.66277
1.1984763e-09,1.1618365,6.7626486,75.76843
2.5624423e-09,1.2920855,8.48859,72.33475
1.3331747e-09,1.2258658,8.245361,73.19769
1.4193126e-09,1.1937238,7.655696,72.98136
1.4315894e-09,1.1949809,6.976957,74.0462
1.7783572e-09,1.2177439,8.162001,72.737595
1.2342947e-09,1.0775701,7.4523025,73.172554
1.3978265e-09,1.1986334,7.0737796,75.32229
1.3011485e-09,1.2870066,6.6158714,72.44823
2.1907296e-09,1.2106563,7.486028,70.50807
2.0378335e-09,1.2230264,7.389848,75.44883
1.8031137e-09,1.1482507,7.4294896,76.77512
3.89271e-09,1.2070525,6.45946,74.69315
3.1245924e-09,1.1424115,7.3023906,75.416016
2.221732e-09,1.21667,7.658184,75.32899
2.383051e-09,1.1868882,7.490629,70.78104
1.4455963e-09,1.16166,7.6845355,75.77684
1.3220319e-09,1.184094,7.055396,74.83315
3.0957947e-09,1.2877408,6.4056487,74.243835
2.0572837e-09,1.2342298,6.874291,74.90706
2.4631912e-09,1.1844914,7.8302197,73.159935
1.3583262e-09,1.1825652,6.682012,72.686455
3.0684428e-09,1.2394702,7.1668773,74.17944
1.4366884e-09,1.1303735,7.7416453,74.10089
4.5762234e-09,1.2007071,7.672065,74.752174
1.2131418e-09,1.2156912,7.4851856,71.95801
2.7179028e-09,1.1491302,7.271717,76.52626
2.2199835e-09,1.1812698,6.108927,77.37427
1.9770372e-09,1.1712621,7.7421584,75.594765
1.4494663e-09,1.2099013,7.1572785,73.33503
1.7996986e-09,1.1820751,7.7727404,69.55824
1.3489176e-09,1.2202154,8.058594,77.126785
1.8272616e-09,1.2172399,6.9538093,70.64444
3.0980722e-09,1.1294844,7.2945843,74.52148
1.7773291e-09,1.1906372,7.1880035,71.81604
2.0788817e-09,1.1956004,5.8296566,74.82312
4.37112e-09,1.1328875,7.6934104,72.43833
1.1256343e-09,1.2806156,6.927385,72.772095
1.1672902e-09,1.107585,7.4052234,77.02115
2.3680988e-09,1.1457236,7.2398252,72.95149
1.5377069e-09,1.176651,7.244827,72.209045
1.7856432e-09,1.1929625,6.850917,74.65848
1.8432545e-09,1.250498,6.727086,74.35407
2.6544054e-09,1.1637322,6.726974,75.13617
1.930639e-09,1.2323799,7.315352,69.52988
1.3654516e-09,1.2670271,6.9855704,75.72206
2.9877676e-09,1.1394801,6.842358,74.44913
1.3480037e-09,1.2565986,7.252907,74.84896
2.0459343e-09,1.1671814,7.785974,73.77399
1.9895574e-09,1.2004895,7.1574574,72.85399
1.502859e-09,1.2642232,6.9207196,70.85347
1.6484245e-09,1.211832,6.925128,74.55155
3.0269107e-09,1.2293321,7.101144,71.073044
2.416578e-09,1.234685,7.7750964,73.01428
1.8136547e-09,1.1727777,6.246266,70.72132
9.0540886e-10,1.1546068,7.915495,75.261925
3.76671e-09,1.2099855,7.8818674,76.80244
3.4325387e-09,1.1849989,6.4979777,75.94213
9.257724e-10,1.2283648,6.3975286,78.57063
2.0880793e-09,1.0303427,6.9079084,74.17279
1.9180164e-09,1.2993239,6.38481,77.49317
1.7508286e-09,1.1940883,7.982318,71.44194
1.1213782e-09,1.230928,7.3594546,76.063515
1.0626205e-09,1.2105663,7.08951,72.85664
3.480014e-09,1.2085053,7.1498404,76.61159
1.1975645e-09,1.1736515,7.573615,73.09053
2.2587483e-09,1.2002656,6.750737,76.83313
1.6733565e-09,1.1779276,6.8935566,73.891045
1.9715238e-09,1.2348558,6.912526,74.928
2.3966706e-09,1.115485,7.392518,74.3495
2.2409468e-09,1.1871853,6.6531873,76.22697
2.1952837e-09,1.1988717,7.07855,72.396095
4.86486e-09,1.1565114,6.253984,72.090645
3.1440224e-09,1.2246561,7.048733,74.97827
1.3474066e-09,1.0804399,7.190562,72.81512
1.559632e-09,1.187513,7.329632,72.17684
1.2417781e-09,1.2389389,7.2491403,76.491196
1.6393686e-09,1.1623132,7.038232,75.76053
1.5015205e-09,1.2414423,7.126968,72.225235
1.2287859e-09,1.1258153,6.3999963,75.854805
3.7508556e-09,1.1976495,6.9613495,77.074776
2.4828513e-09,1.2383552,7.465092,76.149734
1.151587e-09,1.1606919,7.8936033,75.314064
2.2104205e-09,1.1897968,7.234301,74.692535
3.575581e-09,1.2153413,7.5348644,74.59894
1.1503004e-09,1.1756413,7.865066,73.32041
2.2034345e-09,1.2871072,7.363539,73.363205
2.9900482e-09,1.1969556,7.249906,74.967186
1.4112919e-09,1.2715104,6.913658,72.09384
3.623523e-09,1.1523035,7.043806,75.39905
2.8341365e-09,1.1344146,7.106819,70.34038
1.7692735e-09,1.1626452,7.570478,75.14149
2.2612712e-09,1.2486095,7.385645,76.08874
2.6825078e-09,1.215608,6.718466,75.24238
3.7577608e-09,1.150779,6.787167,73.29605
2.52496e-09,1.1505431,7.4884377,73.52994
1.4590171e-09,1.1605877,6.616343,73.21868
1.4387505e-09,1.2072018,7.932683,74.399635
1.590615e-09,1.18684,7.054194,77.409584
2.210603e-09,1.1339791,7.4785223,70.95403
2.5673204e-09,1.2872446,7.5797176,77.89348
1.4636435e-09,1.138981,6.9472938,75.83668
2.5879983e-09,1.1810071,7.6122713,74.54102
1.2333423e-09,1.1773382,7.0793967,71.430664
2.7694076e-09,1.2903163,7.5034246,72.43139
2.220736e-09,1.1852742,6.53316,71.75822
1.788838e-09,1.2481422,6.8667445,76.091805
1.9750663e-09,1.0541714,7.6012955,77.457695
1.3664966e-09,1.2492878,6.703796,71.14633
2.0937998e-09,1.1216,7.4750767,74.48312
2.297806e-09,1.1764288,6.5452414,75.43763
3.5022216e-09,1.1560501,6.8606567,77.0294
8.165479e-10,1.1913083,7.242083,71.707634
2.7933458e-09,1.1588854,6.89748,72.634605
3.01816e-09,1.1783426,7.797123,76.029854
2.0458368e-09,1.2353202,7.146122,75.51595
1.6143163e-09,1.3119651,7.3672247,77.20187
1.5177809e-09,1.1834544,7.942514,72.24328
1.0355024e-09,1.1956474,7.274242,78.35225
2.140646e-09,1.1887622,7.1531324,74.71127
2.1827098e-09,1.2314297,7.3753514,74.79682
1.5207791e-09,1.1482075,7.6245937,71.92511
4.1739967e-09,1.2514738,7.395661,71.472786
2.1440643e-09,1.1628186,7.0256624,71.55757
2.4674909e-09,1.2727267,7.8197546,75.87093
4.942718e-10,1.2415257,7.1725955,74.287544
2.1017914e-09,1.2730259,8.382515,70.53238
2.7471871e-09,1.2343246,7.4035,74.897644
1.9276931e-09,1.2426995,6.970472,75.92661
2.5324378e-09,1.179078,6.9084654,74.265495
1.9473547e-09,1.2715993,7.568471,72.01849
4.6769126e-09,1.1278826,6.6355925,70.05865
2.156351e-09,1.1749235,7.656247,75.284485
1.266371e-09,1.1523186,7.3733945,75.51411
7.0747647e-10,1.1937046,7.642449,73.0085
1.0731048e-09,1.2445058,7.7819896,72.66115
