D,p,dKthr,A
2.8090277e-09,1.2342628,7.0677114,72.840996
2.4706996e-09,1.1815771,7.416071,75.15994
2.170507e-09,1.248902,7.6780467,74.92098
2.1083788e-09,1.1733533,7.9028625,75.19906
2.4623161e-09,1.1711786,7.5441093,74.26924
4.2388777e-09,1.23077,6.265124,72.617485
3.4747747e-09,1.1643599,7.308277,70.803474
2.1236946e-09,1.19051,6.617251,74.212006
3.8317567e-09,1.0661621,7.3764915,73.902725
3.0809524e-09,1.186501,8.165462,73.05073
3.4270617e-09,1.2140199,6.417168,76.231285
4.0800243e-09,1.2472183,7.561286,74.40473
2.1601314e-09,1.1600618,8.258104,71.906364
1.8839235e-09,1.174152,6.907314,73.67594
2.2270548e-09,1.2177504,7.5665183,74.98787
3.5400827e-09,1.2639265,7.408158,72.56676
1.999716e-09,1.1966914,6.957387,74.51179
1.5108332e-09,1.2642599,7.4574156,73.118164
3.3984349e-09,1.1604586,7.797566,71.980194
1.6342343e-09,1.1447136,7.401935,74.9366
1.8274249e-09,1.2290167,7.679359,74.42582
4.230487e-09,1.2061756,7.2196913,77.40542
2.1096938e-09,1.1859161,8.393692,71.66319
1.8493373e-09,1.228175,8.056455,76.91657
2.0381001e-09,1.2015098,8.13895,70.17172
2.1316549e-09,1.1483516,7.608038,75.36408
2.0963062e-09,1.0672774,7.9526815,73.0142
1.4847855e-09,1.1563565,6.940951,73.33403
2.2813254e-09,1.2718695,7.5778728,73.801956
2.230819e-09,1.2860153,6.4917297,74.83362
3.4923129e-09,1.1840743,7.270536,71.33194
1.1539336e-09,1.2048596,7.377234,73.509575
4.4979354e-09,1.1699519,7.285464,71.27548
1.8880062e-09,1.1647426,6.418577,71.79825
2.892529e-09,1.1932075,7.4716015,74.455215
1.2676528e-09,1.2511286,6.608494,75.63244
2.2429052e-09,1.2718095,6.7880917,72.25861
1.2898546e-09,1.108885,8.349101,76.356964
1.6238204e-09,1.1807067,7.1561656,75.222595
2.2838111e-09,1.258908,7.201743,74.268105
1.7953529e-09,1.1794403,7.0424123,72.345505
3.6023156e-09,1.2948344,6.6052914,74.6534
1.4815676e-09,1.2062426,7.180236,73.1076
1.2870036e-09,1.1504638,7.059372,73.22661
2.7032627e-09,1.2474142,6.903551,75.79029
1.4895912e-09,1.1478171,7.0589447,74.175224
2.7513671e-09,1.1698143,6.7470975,74.75315
2.2063547e-09,1.1870346,7.137164,74.1154
2.5688558e-09,1.1453635,7.146638,75.471146
1.9467092e-09,1.191572,7.690541,73.5118
1.260449e-09,1.1272361,6.8102226,75.09442
1.2768653e-09,1.2012604,7.6518946,74.50276
2.5401972e-09,1.2684133,6.6477146,75.8594
2.196676e-09,1.2288371,7.6283913,75.48616
1.1999269e-09,1.1356107,7.049256,75.24821
2.6565083e-09,1.0643874,7.3091764,73.37252
2.0465114e-09,1.2272773,7.3126407,72.292015
2.7403457e-09,1.1658114,6.824711,75.81505
3.470132e-09,1.1951737,7.9241633,72.78168
1.7181444e-09,1.2142363,7.0164094,75.89865
3.164855e-09,1.1976998,7.3001122,72.839874
2.5307267e-09,1.1382418,7.2697773,73.73275
2.0728605e-09,1.2541428,7.2675676,76.24828
1.5740336e-09,1.1836812,6.8254414,79.09776
2.1205762e-09,1.1600198,7.1168656,76.05963
2.2864188e-09,1.2834575,7.164562,73.081985
2.9611975e-09,1.1402997,6.671217,72.76158
2.5698674e-09,1.0742798,6.6414843,75.20283
2.1754862e-09,1.2096978,6.6997743,74.02772
2.4263873e-09,1.2781374,7.306901,74.1384
1.8289444e-09,1.30532,7.03273,73.0256
1.83269e-09,1.1498935,7.4844294,71.58281
3.0063336e-09,1.2175527,6.9565716,76.71252
4.9135487e-09,1.232565,7.359942,74.60483
1.6151799e-09,1.1583736,7.218559,74.46756
3.537109e-09,1.185498,7.1864204,71.54674
4.224342e-09,1.2465618,7.4948792,73.66652
2.6998526e-09,1.2128913,7.006851,72.52415
1.1697122e-09,1.2234406,7.5486846,74.534096
1.6059515e-09,1.2128106,6.384268,71.19396
1.4634609e-09,1.1870666,7.2380013,76.69719
1.5152614e-09,1.1645919,7.02883,69.488815
2.1144908e-09,1.204502,7.606915,74.2339
1.4817956e-09,1.3318555,6.738706,71.981285
1.3088146e-09,1.1461782,7.4912276,75.17202
1.8330021e-09,1.1591139,7.1606174,72.86632
1.6495613e-09,1.2054768,7.4022393,75.07327
3.674932e-09,1.2124249,7.466166,72.11032
1.4742345e-09,1.2157084,7.233717,75.103226
2.9929066e-09,1.2793943,7.192687,74.60842
1.2795522e-09,1.1596675,6.159966,74.41932
1.6407921e-09,1.2332712,7.361907,80.48424
1.5396043e-09,1.119272,7.928278,73.61607
1.8501788e-09,1.3001354,7.2866616,70.9428
3.06514e-09,1.225251,5.886344,77.67565
3.6843353e-09,1.2862254,7.713427,73.47239
1.1971936e-09,1.2078373,7.8043156,73.14817
1.5974456e-09,1.3337435,7.4764886,75.64447
2.787522e-09,1.2208666,6.8233485,74.926865
2.947464e-09,1.1836681,7.592538,72.84512
6.035768e-10,1.2610548,7.7436023,71.98566
1.2178694e-09,1.2412388,7.559132,74.97935
1.4446666e-09,1.208305,7.5356927,76.67297
2.7595803e-09,1.2424406,7.4810495,74.74277
1.399389e-09,1.2739661,7.850432,72.71511
2.9586402e-09,1.2057873,7.6624584,71.284424
1.991008e-09,1.1996101,7.1029186,71.46112
1.9663173e-09,1.2516282,7.5096188,75.25193
3.8353125e-09,1.2428358,7.189558,73.34948
2.4712146e-09,1.3186883,7.698801,73.78101
2.7330733e-09,1.0961163,8.080944,74.745
1.869861e-09,1.2354295,7.6873703,70.15478
1.1941348e-09,1.1846163,6.717183,69.85583
1.5542078e-09,1.2382364,7.083827,73.99347
1.8079168e-09,1.23646,6.8632064,74.041115
2.3286106e-09,1.26886,7.7351503,74.84474
2.1429098e-09,1.1348748,6.8914375,74.129845
4.544893e-09,1.1230953,7.4481397,71.91553
1.7741436e-09,1.2484815,7.1527205,74.35808
2.1154116e-09,1.2264645,7.9586844,74.13945
4.2359183e-09,1.2081745,6.8289843,73.503265
2.5492997e-09,1.2364328,7.166636,75.56469
2.8362461e-09,1.1152787,7.0301704,75.004364
1.3038257e-09,1.1995829,7.097898,78.71938
2.1692095e-09,1.0723155,7.3140593,77.28558
2.1740862e-09,1.2265636,7.3834167,72.293076
1.0535378e-09,1.1787512,7.0903726,76.04425
1.5769649e-09,1.1619751,7.866652,74.28783
2.7811091e-09,1.2008251,7.083606,72.74438
2.4324358e-09,1.2462887,7.5404544,73.80104
2.6513034e-09,1.1790055,7.2849183,77.76743
3.1976526e-09,1.1438489,7.642662,71.32584
2.7668703e-09,1.1299367,6.257498,73.914276
3.0241938e-09,1.1923424,7.4987288,74.295525
2.1125153e-09,1.1466099,7.5771003,71.94402
1.8372561e-09,1.2449702,6.440388,75.99631
1.955389e-09,1.1576122,7.403742,76.34385
1.667585e-09,1.1178426,6.8920035,72.401245
2.5770654e-09,1.1350249,8.047669,70.47353
3.1924188e-09,1.1853422,6.816054,75.51694
1.2952536e-09,1.1219105,7.261458,73.11619
1.932574e-09,1.1672757,7.3368983,78.839005
3.801866e-09,1.2688279,7.666481,71.65189
2.071403e-09,1.1701913,6.9397783,74.191635
1.5121773e-09,1.1409463,6.798591,75.8063
2.6653537e-09,1.2009603,7.6275826,74.53072
1.9602326e-09,1.2330109,6.7145147,70.81371
3.4587966e-09,1.2920276,7.233047,77.02768
3.307201e-09,1.095953,6.945084,75.70059
2.409019e-09,1.276143,8.043558,72.98567
9.2708086e-10,1.2052866,6.673741,74.122505
1.8255636e-09,1.1238002,7.4804206,71.87472
5.2670073e-09,1.1312962,6.71788,74.45186
1.6362139e-09,1.1242326,7.031011,71.95251
1.9926196e-09,1.2817953,7.0070906,75.91739
1.2337683e-09,1.1815581,7.6170373,69.153564
2.2247173e-09,1.1019635,6.3884687,70.67152
2.636649e-09,1.1390021,7.1768336,74.49352
1.8564428e-09,1.17831,6.924239,73.0699
1.5600793e-09,1.2292391,6.122085,71.89901
1.3008727e-09,1.148013,7.317342,76.23709
1.6121001e-09,1.2404789,7.7438946,72.7544
1.5112018e-09,1.1789267,6.8211617,73.4766
1.5181019e-09,1.2308282,7.508884,75.466644
1.4476645e-09,1.1451122,6.5180955,73.906296
1.2143087e-09,1.1880215,6.8244934,75.053734
2.1025401e-09,1.2787699,7.3628545,76.27758
2.0044686e-09,1.1392652,7.178718,73.44083
1.4958853e-09,1.1723149,6.7675576,73.872765
2.8283165e-09,1.2010598,7.382026,75.95724
1.7664041e-09,1.1842222,6.7722654,73.32178
2.615369e-09,1.2010139,7.782237,72.62033
3.749017e-09,1.1715952,6.9693847,75.79358
1.9137694e-09,1.1987599,7.8753824,74.39868
4.364803e-09,1.1678766,7.0048003,71.84408
1.4805862e-09,1.283426,6.993344,74.27522
2.9855998e-09,1.1432434,6.68388,77.88806
3.3873258e-09,1.2179242,7.325973,80.722984
2.517003e-09,1.2429763,6.8403955,73.74131
1.968811e-09,1.1729097,7.760962,71.60289
1.6500276e-09,1.212688,7.1014786,75.312096
4.92219e-09,1.2280072,6.7984385,74.97731
1.5817215e-09,1.1949054,7.10271,73.53629
1.6534173e-09,1.2436711,7.6307874,77.14524
1.8777835e-09,1.0929319,7.8479877,73.68119
2.5437743e-09,1.2334546,7.973724,76.87117
2.9186875e-09,1.2223754,7.2253213,74.20198
1.0294738e-09,1.2634798,7.271956,73.82184
2.9885558e-09,1.2071234,7.756991,73.759636
1.8145635e-09,1.3040771,7.6588717,74.26012
2.4950844e-09,1.2379597,6.1893926,76.43347
1.6888861e-09,1.1854688,7.7983623,74.870445
1.7507904e-09,1.1369634,6.5850744,75.85569
3.7273007e-09,1.2307831,6.5893984,72.997795
1.2070684e-09,1.2787302,7.0380387,71.225845
2.9091372e-09,1.2262222,7.298138,71.68495
4.6732853e-09,1.2458069,7.3317056,70.55574
1.5847836e-09,1.2303998,6.3957434,74.72509
9.653145e-10,1.1936332,6.9810605,75.846375
9.565156e-10,1.1169606,6.595309,72.18479
3.2136405e-09,1.1926022,7.3611927,74.17236
1.219218e-09,1.1881744,6.9939623,74.8076
9.185137e-10,1.2094434,7.398019,69.76636
8.219627e-10,1.2796794,7.580278,74.0456
1.5690409e-09,1.1116729,7.5531588,73.804726
2.7386022e-09,1.2110804,7.813206,72.178925
1.5962908e-09,1.2210395,7.1701007,72.61319
2.1788447e-09,1.1881639,6.5434623,76.05219
2.053274e-09,1.1040024,7.243956,73.10635
1.375329e-09,1.3021165,7.3926535,74.34359
2.763136e-09,1.0884895,6.6131854,73.27779
1.9311046e-09,1.1833311,6.622342,74.74146
2.1796176e-09,1.2346717,7.705875,73.689026
2.7123224e-09,1.2073234,8.019353,72.50206
2.0059021e-09,1.2710352,7.0536427,76.630585
3.605191e-09,1.1696599,7.1592135,73.36674
6.2271375e-09,1.2834946,7.9640374,72.45056
3.660259e-09,1.1700073,7.457977,75.62935
1.5096661e-09,1.2004136,6.8595533,72.8495
2.161236e-09,1.172243,7.2508016,73.90174
2.7054559e-09,1.2661774,7.275298,73.90966
2.237475e-09,1.1569725,6.8554354,76.54619
1.602151e-09,1.244982,7.2413116,76.97243
6.6282196e-10,1.1953865,7.747384,71.46554
2.0623967e-09,1.2168124,7.1219273,74.54875
2.4154814e-09,1.248561,8.4777975,71.56511
2.4094768e-09,1.2101142,7.9019566,73.139824
2.0341284e-09,1.2403395,7.4702554,69.73065
2.8664224e-09,1.2572798,7.143722,71.88697
2.3711084e-09,1.1518123,6.6347985,72.40044
1.5763816e-09,1.2543125,8.286728,69.62099
2.6048517e-09,1.2498026,7.727681,73.12922
2.9838607e-09,1.1368736,6.183971,71.00003
1.2035553e-09,1.221857,7.2221336,70.46898
8.927012e-10,1.1619432,7.4250655,75.08877
5.0031432e-09,1.219201,7.3399076,75.05083
1.9236333e-09,1.2796957,6.7080245,68.48093
3.6065984e-09,1.1932402,6.346769,73.02645
2.9243898e-09,1.1456192,6.948196,76.90527
1.0874389e-09,1.2122847,6.775352,77.33851
1.1138661e-09,1.1928844,7.6481724,72.105255
2.383867e-09,1.1867024,6.8451934,73.298225
1.7019937e-09,1.0730827,6.8320584,71.61139
2.6557385e-09,1.2235965,6.767352,74.3941
2.64865e-09,1.2016467,6.8449025,71.87302
2.4983062e-09,1.241775,6.9676156,73.68473
1.2348048e-09,1.2026997,7.578467,71.63253
1.5891244e-09,1.1793061,7.1955533,73.239334
2.101464e-09,1.1104332,7.0229983,71.7414
2.326198e-09,1.1941261,7.6807413,76.816124
2.6318119e-09,1.1833118,6.8863153,72.72895
2.399716e-09,1.2296525,6.2510448,72.96699
1.5263016e-09,1.1864243,7.4921136,73.048195
1.8893247e-09,1.2814285,6.1867104,73.12093
1.1145023e-09,1.1625397,6.357779,71.304985
1.7999395e-09,1.1885288,7.9090223,74.720505
2.4461178e-09,1.2554395,7.0458,72.93045
1.7937318e-09,1.2239622,7.623668,75.473755
1.3336959e-09,1.233199,7.2632804,73.76061
2.8637248e-09,1.1823269,7.506217,73.69015
2.6722307e-09,1.2156188,7.521266,76.807915
1.1072683e-09,1.2324833,6.2889075,72.116135
1.5259851e-09,1.2148902,7.431231,79.16974
5.066541e-09,1.2679805,6.891586,74.74154
2.4247038e-09,1.1141763,6.714773,73.78415
3.8647308e-09,1.1276678,6.8504696,75.9692
2.0302942e-09,1.3263204,6.6844244,74.250244
2.971529e-09,1.2153882,7.07886,71.30988
1.6556052e-09,1.200715,7.6335,75.16408
1.7825211e-09,1.2047735,6.886785,76.06048
3.8615897e-09,1.1814635,7.495725,73.8922
3.617333e-09,1.3866625,7.516101,70.315926
2.078816e-09,1.1670347,8.477354,69.43786
2.3850093e-09,1.1732546,7.1968503,76.82004
1.8714417e-09,1.224636,6.823517,70.778145
1.8634112e-09,1.2310464,6.8147244,76.86798
1.9486204e-09,1.1012342,7.7583065,75.40896
5.0492734e-09,1.1630819,6.889106,73.375694
2.2649975e-09,1.1858159,7.7917695,74.14471
2.7835225e-09,1.1379058,6.869822,75.61548
2.4000786e-09,1.205612,7.2117195,71.60895
1.0424898e-09,1.1939769,7.1127543,74.22363
1.614097e-09,1.3102211,6.8446,72.20627
1.0519023e-09,1.265082,7.184316,72.92703
1.6620328e-09,1.1986139,6.56782,73.64392
1.9120383e-09,1.2689759,6.557824,75.03911
1.6478873e-09,1.094526,7.94023,67.49205
2.2206448e-09,1.1615951,6.6291804,71.59311
1.7358729e-09,1.2042964,6.9689393,69.91075
1.8385116e-09,1.1665385,7.4542494,74.03092
2.3552715e-09,1.1801422,7.56132,76.81859
2.4921958e-09,1.1408775,7.8914385,74.182335
1.9796833e-09,1.1663215,8.086685,73.01999
2.4463778e-09,1.1832428,7.5172296,72.189964
1.8135617e-09,1.1566991,6.906082,70.756676
1.7032972e-09,1.2429067,7.2751083,71.52639
2.9913723e-09,1.1924313,7.423139,71.92185
2.1518027e-09,1.2141738,6.644005,72.89486
1.5605333e-09,1.2344277,8.349553,75.900314
1.5417498e-09,1.1335763,7.4335265,71.833
3.0003027e-09,1.3089452,6.5058756,72.78063
1.6835205e-09,1.1659359,7.2023363,72.35157
3.4810788e-09,1.1163224,7.1772447,74.84915
1.6341554e-09,1.224311,8.293415,74.09844
2.7918088e-09,1.1552429,8.574332,73.1318
3.99993e-09,1.1372175,6.603853,74.82431
1.2006737e-09,1.213449,7.451012,78.02027
2.3043487e-09,1.19487,6.575487,73.30676
2.1758015e-09,1.1951921,7.087549,74.42951
2.9155929e-09,1.2655894,7.4256124,77.6934
2.6573173e-09,1.1893857,7.1766768,75.29454
1.8328743e-09,1.1295291,7.2734632,71.47983
2.2701345e-09,1.2401499,6.974686,75.32488
2.997337e-09,1.2261617,7.301086,72.2764
1.9166833e-09,1.2323222,7.0316353,75.15035
1.2924024e-09,1.1958362,6.7405806,76.68825
1.3531913e-09,1.2563035,7.5042205,75.03169
3.6467134e-09,1.2287089,6.3185034,79.20924
1.622338e-09,1.1822115,7.120972,74.50213
2.7553917e-09,1.2390016,7.154238,74.67224
2.7892213e-09,1.1899964,6.7569375,73.9016
1.9089623e-09,1.2104836,7.5365057,73.38687
2.3488562e-09,1.1808449,7.393391,75.73521
2.2563935e-09,1.3466237,8.047397,75.65725
2.2759525e-09,1.2307073,6.78015,75.13306
3.1454426e-09,1.2356199,7.778609,72.211334
3.2630236e-09,1.134677,8.129413,74.06798
3.0943685e-09,1.1794574,7.7965875,74.58364
2.0422033e-09,1.2315047,7.7693367,72.17914
1.0237694e-09,1.3058335,5.966453,73.888374
7.367702e-10,1.1181196,7.3195143,75.10089
1.6908911e-09,1.146931,7.114888,73.6352
1.1317057e-09,1.1503584,7.139641,74.43272
1.7530536e-09,1.2316077,7.6021976,75.126396
2.7798117e-09,1.1906525,6.942354,74.34303
3.758896e-09,1.1583337,7.2928686,72.48324
1.4370077e-09,1.212698,7.129197,74.62255
1.7915112e-09,1.1837993,7.6106033,79.72515
1.3688951e-09,1.1888458,7.1969085,76.13025
8.8989427e-10,1.1391056,7.7008386,72.56835
2.3346318e-09,1.219046,6.8616276,76.9366
3.1752803e-09,1.1629982,6.6865263,74.8365
2.4901214e-09,1.1651709,7.220033,76.300606
4.4048734e-09,1.1661545,7.104478,76.84093
2.7487455e-09,1.0977933,7.2991986,73.29921
1.453812e-09,1.1433064,7.7671237,73.52136
2.0711575e-09,1.2011656,7.2345157,75.4814
3.0609844e-09,1.2281649,7.0953217,73.96954
1.527068e-09,1.2358538,6.8449817,74.986595
2.2003925e-09,1.1302139,7.7743163,74.80567
1.9103887e-09,1.2693276,7.8295465,74.11208
1.4308598e-09,1.1337907,6.7450857,77.588455
4.1105794e-09,1.2458315,7.3768206,73.98
2.3584157e-09,1.2896458,7.3641644,73.243416
2.1761752e-09,1.1712551,6.128833,72.31442
1.0582322e-09,1.1608,7.7832913,73.18899
3.1858673e-09,1.2279258,7.1970725,74.214035
4.155778e-09,1.2095338,6.6299844,78.038475
2.4775944e-09,1.1971124,6.9081483,71.19302
1.3508958e-09,1.2263135,6.758174,68.51712
2.110491e-09,1.2117827,6.7904806,74.80181
1.720275e-09,1.2628366,7.328128,74.017
2.1174789e-09,1.1828569,7.7208753,73.53606
1.8487816e-09,1.2514222,6.8602314,77.56719
3.2077145e-09,1.2579514,7.9868383,73.45236
2.2411974e-09,1.0701519,7.037914,73.03623
1.4046285e-09,1.2205012,7.5466075,75.20843
2.5849376e-09,1.2728148,7.227567,78.84685
3.3017213e-09,1.1804534,7.8148713,74.17426
1.7252004e-09,1.1749552,7.595645,75.027115
2.1131712e-09,1.211103,7.149035,71.64325
1.8554216e-09,1.1733128,7.1987724,70.946915
1.1657827e-09,1.1865515,7.7577662,76.30917
1.0714547e-09,1.2410719,7.6598315,71.795876
1.4685108e-09,1.2351388,6.9276414,74.825005
1.037201e-09,1.1671612,7.578199,73.78493
1.7314881e-09,1.1547318,7.275401,76.39204
1.4862466e-09,1.1684577,6.6863785,75.663895
2.0633695e-09,1.2130148,7.1552334,74.984
2.6126379e-09,1.2178564,7.8239603,75.56644
1.7298429e-09,1.1958779,7.2544413,74.99263
1.9279252e-09,1.19981,6.4859743,74.50923
2.3032058e-09,1.2234931,7.243386,74.35921
1.7206815e-09,1.1962956,7.074873,72.37464
1.933906e-09,1.1877172,6.729965,75.0995
2.1432405e-09,1.1545463,6.695594,75.2719
1.6895675e-09,1.1190275,7.4796457,71.799126
1.5442395e-09,1.1861393,6.568341,74.37872
2.4367812e-09,1.2476529,6.7372823,74.389336
1.2314725e-09,1.2467295,7.126241,72.62189
2.9645908e-09,1.2549964,6.832498,73.88108
2.2921065e-09,1.3136861,7.5800557,73.87695
1.6180169e-09,1.2085415,7.8177934,76.02811
1.5610179e-09,1.2522699,7.3789334,70.9405
1.4826244e-09,1.1542823,7.8783045,73.9761
1.9590503e-09,1.1872146,8.099546,72.64943
2.5637068e-09,1.1834279,6.4291296,75.642
1.4813502e-09,1.1772505,6.7942276,72.26372
1.7148366e-09,1.2188398,7.3486414,71.284485
1.1730366e-09,1.2196053,7.005425,72.86502
1.7707846e-09,1.2268485,7.0648656,73.0859
2.138688e-09,1.2592504,6.5440755,72.873505
3.6000378e-09,1.2042301,7.275476,75.17002
8.8357055e-10,1.2552606,6.8378773,74.63493
2.3209268e-09,1.265328,6.585883,73.04719
1.1891633e-09,1.1940088,6.9246445,76.448715
2.6469062e-09,1.1835669,7.5960608,75.88614
1.9608208e-09,1.1638234,7.193996,76.45148
1.739759e-09,1.2194226,7.270303,74.53988
1.3839969e-09,1.235523,8.110554,73.079
1.6114279e-09,1.2171118,7.365428,75.80759
1.0847067e-09,1.2180969,7.5780625,73.51448
2.5458782e-09,1.169915,6.5095215,71.101715
1.6444783e-09,1.1702286,7.3643646,76.59234
1.5378461e-09,1.1598178,7.773002,73.15494
1.7678579e-09,1.20928,7.2327666,69.999626
2.792675e-09,1.18205,6.822333,73.27114
3.6036345e-09,1.2822573,6.7104144,74.95274
1.7525543e-09,1.2072164,6.560263,73.06781
2.7230027e-09,1.210864,7.2137303,75.80494
2.8306937e-09,1.1863695,7.1244173,74.46505
9.871416e-10,1.1825129,7.125178,74.36444
1.3279162e-09,1.1903665,6.784328,71.69287
1.7787781e-09,1.2311686,7.189169,71.50735
2.5297122e-09,1.2410663,7.2999964,71.82318
2.3509241e-09,1.2080209,7.829736,74.80501
1.9827973e-09,1.2145946,7.804067,69.746704
2.1099384e-09,1.1594778,6.757414,76.39876
1.1200333e-09,1.2072198,6.178472,73.46255
1.8083056e-09,1.1316607,6.9631844,72.41784
1.8514764e-09,1.2674271,7.166702,71.832214
2.6404328e-09,1.1856819,7.970401,71.891075
1.7067714e-09,1.089084,6.781904,72.450066
1.7738288e-09,1.2318096,7.314625,72.42171
2.0329705e-09,1.2083644,7.0691504,74.35883
1.5867048e-09,1.2164631,7.550559,75.23629
4.035602e-09,1.2419372,8.120091,74.937
1.3284996e-09,1.1828277,7.1598506,70.85413
3.7056673e-09,1.2073003,8.238178,77.23055
2.0729953e-09,1.2551546,6.0540133,76.73321
2.5815088e-09,1.1606445,7.4026995,74.8214
1.0677361e-09,1.1962599,6.792362,74.22191
1.4605456e-09,1.2098255,8.46759,71.24062
2.1537852e-09,1.1475122,7.4587326,73.23584
1.1614455e-09,1.209719,7.9864492,76.3747
2.1225723e-09,1.150962,7.798151,73.10088
1.7850311e-09,1.2124445,7.37492,72.5815
2.109821e-09,1.2242498,7.3087287,70.47993
1.7861306e-09,1.238639,6.2478533,72.60466
1.590142e-09,1.1530838,7.087962,69.71512
1.3619144e-09,1.1568394,6.5209947,75.999794
2.6673463e-09,1.188433,6.9445353,71.501976
2.7681768e-09,1.153105,7.225142,71.837715
1.4743221e-09,1.1135266,7.2567863,73.15833
2.4428104e-09,1.2173032,7.7229156,74.27033
2.9904836e-09,1.1886775,7.383223,73.8134
1.8241323e-09,1.3060275,7.0885797,71.048965
2.0358164e-09,1.2881838,6.889998,72.95445
1.5644174e-09,1.1306982,6.739366,73.75884
2.1122755e-09,1.1594087,8.337166,75.441154
2.5232814e-09,1.1632568,6.948906,72.29983
1.2175283e-09,1.243274,7.972986,76.263756
1.8826796e-09,1.169865,7.8054566,77.63042
2.2163387e-09,1.1233326,7.316656,75.54533
1.1287945e-09,1.1822797,7.0110326,73.312256
3.394503e-09,1.1405886,7.003686,76.27343
1.9713946e-09,1.2729602,8.069097,74.55499
2.27828e-09,1.2657104,8.277777,72.78369
4.1517736e-09,1.2102652,7.1567287,78.06848
3.3279974e-09,1.1773964,6.844194,72.574295
3.7566723e-09,1.1475726,6.9548516,75.37934
3.5586207e-09,1.3013788,7.3078976,75.9132
2.5825493e-09,1.1516834,6.526286,75.87141
1.5343663e-09,1.1816915,7.3032513,74.51991
3.627378e-09,1.1845148,7.0535073,75.0381
2.331453e-09,1.091656,7.545304,69.980705
3.0719807e-09,1.2120731,6.6843023,73.71588
1.0955294e-09,1.2124195,6.593396,74.53649
2.186936e-09,1.2123653,7.5525346,71.31213
1.7642346e-09,1.1551179,6.89117,77.714325
4.2724233e-09,1.2571788,7.1352196,75.06334
1.2304259e-09,1.1722789,6.8884683,72.28483
2.3566433e-09,1.1802977,7.65482,72.708015
1.8877715e-09,1.2787114,6.8392673,73.3661
2.8443055e-09,1.196743,7.355852,76.84375
2.3368734e-09,1.2853918,7.6895485,74.315025
1.6562849e-09,1.2040914,7.901379,73.407585
1.8270224e-09,1.2101629,7.5073395,74.884605
1.7289324e-09,1.1590054,6.90642,71.1373
1.1131619e-09,1.2727214,6.758873,73.54926
1.5322923e-09,1.2446336,7.6512566,74.88613
2.4528617e-09,1.2233579,6.655791,76.369965
8.8115115e-10,1.2237192,7.5975547,71.70858
3.0492966e-09,1.1897806,7.204112,77.551506
1.8649484e-09,1.1581616,6.7706475,70.29789
1.8957467e-09,1.2267735,7.5718856,72.46049
2.6702514e-09,1.2134936,6.6571727,71.271095
1.2003277e-09,1.2494956,7.116421,76.11573
1.8118198e-09,1.1574903,8.094194,75.01121
4.6882245e-09,1.1428992,7.0427365,72.42736
4.0635344e-09,1.1403244,7.4348845,76.305855
1.4705408e-09,1.1809157,7.6368675,69.883255
2.1930913e-09,1.2195328,7.50474,70.47657
1.8612768e-09,1.2325766,7.263066,70.748344
9.671053e-10,1.2006431,7.629488,72.9428
2.6773899e-09,1.2859114,6.4335313,73.41953
1.3587956e-09,1.2625531,7.41584,76.618
1.7752549e-09,1.15416,7.1669974,72.47523
2.3335636e-09,1.1534411,7.1708407,72.37578
4.3386645e-09,1.2531831,7.409139,70.18272
1.0914569e-09,1.2627423,8.005644,72.40401
1.2429425e-09,1.2005068,7.310345,73.90762
1.1009639e-09,1.2376331,7.942136,71.7645
1.6845303e-09,1.1556184,5.923546,75.62061
1.3738715e-09,1.1915472,6.81287,75.33504
1.3091098e-09,1.1441498,7.609379,74.570946
2.1591708e-09,1.2102307,7.3228974,71.95132
2.5748406e-09,1.2167777,8.0079975,75.187775
1.9521957e-09,1.2582464,7.390466,73.2253
4.2752255e-09,1.1920727,7.0909734,71.20338
1.8781592e-09,1.1646863,7.7374034,77.982574
2.3302624e-09,1.1336561,6.8039646,70.96029
2.6733225e-09,1.222872,6.171681,75.48975
1.5506267e-09,1.1810526,7.187721,78.1493
2.044011e-09,1.2126071,7.422706,71.119316
3.650492e-09,1.2874136,7.305877,67.899826
3.1710259e-09,1.1516469,6.682982,71.79294
1.5288969e-09,1.0788916,7.5441732,74.821945
1.361317e-09,1.1426252,7.7969537,74.31927
1.3469484e-09,1.2488357,6.476087,73.78791
1.4655305e-09,1.165266,7.5851564,75.47033
5.4394347e-09,1.153338,7.515372,68.11682
9.088872e-10,1.234701,6.806881,76.08365
1.9958377e-09,1.160491,7.0733504,72.30582
2.7339144e-09,1.1694089,7.5581136,74.151505
1.2220545e-09,1.2198778,6.694671,77.18749
2.9230252e-09,1.1253668,7.909812,73.21753
1.0597279e-09,1.1683486,7.3112836,74.241844
2.0034943e-09,1.2081627,7.181115,73.8358
1.6486043e-09,1.1676723,7.306191,74.288475
1.9119442e-09,1.2321918,6.8560224,74.66561
4.1655324e-09,1.133464,6.5235825,72.636536
3.060208e-09,1.2527093,6.9972467,72.638115
2.7899776e-09,1.1458075,7.2435207,71.70552
9.653914e-10,1.2082362,7.6755037,72.35083
6.330861e-10,1.1839012,6.9597964,72.94589
1.4728283e-09,1.2682192,7.470336,71.62751
2.125004e-09,1.2068384,7.541279,73.91078
2.0604314e-09,1.161055,7.5836396,75.71446
1.0775191e-09,1.2389061,7.3247466,75.425285
1.2085036e-09,1.257885,7.801233,75.367256
1.3386295e-09,1.1799966,7.1397266,72.38244
1.807011e-09,1.176452,7.46576,73.81681
2.2646272e-09,1.207742,7.8133326,74.01908
1.920161e-09,1.2249411,7.719718,73.83907
