0,1.5000405421296914
10000,1.9454161779478152
20000,2.4743063860297134
30000,3.091981782779777
40000,3.8036499591659934
50000,4.614603679133478
60000,5.53035012414829
70000,6.5567304992843525
80000,7.700038306131306
90000,8.967143949543829
100000,10.365633371285588
110000,11.903969233266347
120000,13.591684981363176
130000,15.439625226686138
140000,17.460250860629642
150000,19.668035189210737
160000,22.07998992877895
170000,24.716380402238364
180000,27.6017238088922
190000,30.76622495960675
200000,34.2479150896608
210000,38.09597586027858
220000,42.37618287693559
230000,47.18043507692051
